ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Children,Family_Size,Total_Spending,Total_Purchases,Total_Accepted_Campaigns,Customer_Tenure_Days,Web_Conversion_Rate,Income_Group,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,KMeans_Cluster,Cluster_Name,PCA1,PCA2,Segment
5172,1976,Postgraduate,Partner,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,38,1,2,1053,15,0,412,0.42857142857142855,Mid-High,4,3,4,11,Champions,1,Cluster 1 - Affluent Loyalists,0.8471261213178265,-0.14985263061889684,Affluent Loyalists
5562,1974,Graduate,Partner,60093.0,0,1,2013-06-26,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,40,1,2,735,19,0,553,1.1666666666666667,Mid-High,1,4,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,0.8036491867515162,0.6025269731076811,Deal-Seeking Families
3436,1969,Graduate,Partner,14045.0,1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,45,1,2,20,4,0,339,0.14285714285714285,Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-2.594564902398241,-1.0243826901997513,Budget Families
3921,1952,Undergraduate,Alone,28457.0,0,0,2012-10-28,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,62,0,1,205,9,0,794,0.5,Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-0.9900838628679596,-1.096324166395465,Budget Families
3403,1958,Postgraduate,Partner,78952.0,0,1,2012-09-24,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,56,1,2,2092,19,0,828,0.3333333333333333,High,4,4,4,12,Champions,1,Cluster 1 - Affluent Loyalists,2.0557115379476745,-0.23236732965701587,Affluent Loyalists
22,1976,Graduate,Alone,46310.0,1,0,2012-12-03,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,38,1,2,309,12,0,758,0.75,Mid-Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-0.49787073013856187,0.29164632342220176,Budget Families
10965,1955,Graduate,Partner,76005.0,0,0,2013-02-22,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,59,0,1,1722,21,1,677,0.5,High,2,4,4,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.699464729437977,-1.282904672434553,Affluent Loyalists
9426,1964,Postgraduate,Alone,58308.0,0,1,2013-01-12,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,50,1,2,900,11,0,718,0.25,Mid-High,1,2,3,6,At Risk,3,Cluster 3 - Deal-Seeking Families,0.3463494088891942,0.38099170137798166,Deal-Seeking Families
6605,1944,Postgraduate,Alone,55614.0,0,0,2013-11-27,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,70,0,1,682,19,1,399,1.2857142857142858,Mid-High,1,4,3,8,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,1.9195380288769908,-0.4143527931629367,Affluent Loyalists
3136,1962,Postgraduate,Alone,59432.0,0,1,2013-04-13,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,52,1,2,663,19,0,627,1.0,Mid-High,1,4,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,0.6298170096975447,0.6907831983963573,Deal-Seeking Families
8737,1978,Graduate,Alone,55563.0,0,1,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,36,1,2,43,5,0,270,0.6666666666666666,Mid-High,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-1.5500007291400826,-0.880496634459657,Budget Families
11088,1971,Postgraduate,Partner,78642.0,0,1,2013-04-21,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,43,1,2,1816,17,0,619,0.6666666666666666,High,1,3,4,8,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,2.5431897536028867,-0.3422919250896294,Affluent Loyalists
716,1949,Postgraduate,Partner,67911.0,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,65,1,2,976,24,0,223,2.0,Mid-High,2,4,3,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.035536299941681,0.9367256248914797,Affluent Loyalists
466,1944,Graduate,Partner,65275.0,0,0,2013-04-03,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,70,0,1,746,20,0,637,2.0,Mid-High,4,4,3,11,Champions,1,Cluster 1 - Affluent Loyalists,1.1349789505236232,-0.8704650926293444,Affluent Loyalists
9135,1950,Graduate,Partner,27203.0,1,1,2012-08-06,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,64,2,3,64,4,0,877,0.125,Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.5098931831919975,0.024579997267731694,Budget Families
10623,1961,Postgraduate,Partner,48330.0,0,1,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,53,1,2,32,4,0,411,0.2,Mid-Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-1.887800080893896,-1.056157481278767,Budget Families
8151,1990,Undergraduate,Partner,24279.0,0,0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,24,0,1,263,8,0,732,0.5,Low,4,2,2,8,Potential Loyalists,0,Cluster 0 - Budget Families,-1.1093934857203012,-1.1668179403452696,Budget Families
5140,1985,Postgraduate,Partner,64355.0,1,0,2012-08-24,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,29,1,2,1445,19,0,859,0.5,Mid-High,2,4,4,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,1.2214390936698536,0.12335541991359977,Affluent Loyalists
10160,1956,Postgraduate,Partner,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,58,1,2,46,4,0,558,0.2,Mid-Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-1.8159023487878239,-1.0369684752531207,Budget Families
4945,1953,Graduate,Alone,53653.0,0,0,2012-11-07,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,61,0,1,1210,26,0,784,1.6666666666666667,Mid-High,3,4,4,11,Champions,1,Cluster 1 - Affluent Loyalists,2.44712848979096,0.5231606038829438,Affluent Loyalists
10584,1976,Graduate,Partner,65665.0,0,1,2013-12-02,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,38,1,2,945,23,0,394,1.6666666666666667,Mid-High,1,4,3,8,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,2.2508657402631993,0.02017261292424377,Affluent Loyalists
6071,1989,Graduate,Alone,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,25,0,1,1157,21,0,530,3.0,High,1,4,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.301148143317339,-0.9925972781689971,Affluent Loyalists
3386,1992,Graduate,Partner,34935.0,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,22,0,1,137,7,0,558,0.2857142857142857,Low,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-1.2696487670084287,-1.451435175380768,Budget Families
8939,1959,Graduate,Alone,61250.0,0,1,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,55,1,2,730,19,0,745,1.0,Mid-High,3,4,3,10,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,0.5186797062858133,1.791449855913697,Deal-Seeking Families
9925,1981,Postgraduate,Partner,39665.0,1,0,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,33,1,2,216,9,1,585,0.5714285714285714,Mid-Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-0.6363000432637628,0.02991362481439722,Budget Families
4320,1979,Graduate,Alone,60152.0,0,1,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,35,1,2,943,22,0,643,2.0,Mid-High,4,4,3,11,Champions,1,Cluster 1 - Affluent Loyalists,1.323019705580084,0.11933595967238439,Affluent Loyalists
5389,1964,Graduate,Partner,48920.0,0,2,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,50,2,3,347,13,1,437,0.8571428571428571,Mid-Low,1,3,2,6,At Risk,3,Cluster 3 - Deal-Seeking Families,-0.22104319629175131,1.0742476725835137,Deal-Seeking Families
6036,1959,Postgraduate,Partner,89120.0,0,0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,55,0,1,1924,18,1,289,5.0,High,1,3,4,8,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,3.3064187309483395,-1.1029669596092582,Affluent Loyalists
182,1946,Postgraduate,Partner,44124.0,0,1,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,68,1,2,397,13,0,599,0.75,Mid-Low,2,3,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,-0.3103082065115829,1.0453347667081703,Deal-Seeking Families
203,1975,Postgraduate,Alone,81169.0,0,0,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,39,0,1,2089,21,0,626,2.5,High,3,4,4,11,Champions,1,Cluster 1 - Affluent Loyalists,3.2327244263089163,-0.7671821880981812,Affluent Loyalists
11025,1961,Graduate,Partner,36443.0,1,1,2013-02-03,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,53,2,3,138,7,0,696,0.375,Mid-Low,4,2,2,8,Potential Loyalists,0,Cluster 0 - Budget Families,-1.8929136855880666,1.0963753697658762,Budget Families
10203,1990,Graduate,Alone,26095.0,1,0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,24,1,2,42,4,0,549,0.14285714285714285,Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.322558573481396,-1.0086590546763639,Budget Families
4607,1959,Graduate,Partner,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,55,0,1,777,16,0,495,2.0,High,4,3,3,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,1.3189477746159888,-0.9901011936101892,Affluent Loyalists
3711,1944,Postgraduate,Partner,80184.0,0,0,2014-03-01,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,70,0,1,1902,19,2,305,2.0,High,4,4,4,12,Champions,2,Cluster 2 - VIP Champions,3.2101301285967194,-1.212857289761974,VIP Champions
3696,1965,Graduate,Alone,30630.0,1,1,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,49,2,3,52,5,0,338,0.2857142857142857,Low,2,1,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-2.417255758320876,0.18560345367611733,Budget Families
2532,1987,Postgraduate,Alone,73454.0,0,0,2014-03-01,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,27,0,1,1651,12,1,305,0.4,High,1,2,4,7,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,1.7739372080047897,-1.6689786362560661,Affluent Loyalists
9214,1991,Graduate,Partner,42691.0,0,0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,23,0,1,358,12,0,502,1.0,Mid-Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-0.28699610348566984,-0.9048919260121665,Budget Families
4943,1953,Graduate,Partner,70503.0,0,0,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,61,0,1,1727,15,2,822,0.3333333333333333,High,2,3,4,9,Loyal Customers,2,Cluster 2 - VIP Champions,2.3180494948461257,-1.8621283315962096,VIP Champions
35,1987,Graduate,Partner,25545.0,1,0,2012-09-08,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,27,1,2,210,7,0,844,0.3333333333333333,Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.6583000516418474,-0.06406512438342349,Budget Families
2258,1986,Graduate,Partner,32880.0,1,0,2012-12-04,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,28,1,2,42,4,0,757,0.125,Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.1839325398157436,-1.0132973790916346,Budget Families
4322,1958,Postgraduate,Partner,77863.0,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,56,0,1,1291,19,0,399,2.0,High,4,4,4,12,Champions,1,Cluster 1 - Affluent Loyalists,2.0295728479427613,-0.9339587819972599,Affluent Loyalists
713,1977,Postgraduate,Partner,50353.0,0,0,2014-06-08,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,37,0,1,442,14,0,206,1.3333333333333333,Mid-Low,2,3,3,8,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,0.37492511405094187,-0.994440210960414,Affluent Loyalists
4702,1964,Graduate,Alone,61839.0,0,0,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,50,0,1,1895,16,0,871,0.5,Mid-High,4,3,4,11,Champions,1,Cluster 1 - Affluent Loyalists,2.3984747921475464,-1.048356149636289,Affluent Loyalists
3281,1960,Postgraduate,Partner,49154.0,1,1,2013-11-03,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,54,2,3,411,13,0,423,0.6666666666666666,Mid-Low,2,3,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,-0.9569500289697898,2.1664134455001083,Deal-Seeking Families
702,1975,Undergraduate,Alone,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,39,1,2,521,15,0,684,0.8,Mid-Low,1,3,3,7,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,-0.10305112030938818,0.8160868219968072,Deal-Seeking Families
2004,1969,Graduate,Alone,72679.0,0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,45,1,2,1168,16,0,469,4.0,High,2,3,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,1.5791281230071141,-0.3391698354955912,Affluent Loyalists
4769,1977,Postgraduate,Partner,57954.0,1,1,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,37,2,3,493,16,1,196,1.1428571428571428,Mid-High,2,3,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,0.41980735552689263,2.9087994458131465,Deal-Seeking Families
4437,1962,Graduate,Partner,65316.0,1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,52,2,3,260,10,0,616,0.75,Mid-High,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-0.8359966653382128,0.43598886501585493,Budget Families
8724,1982,Graduate,Alone,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,32,1,2,46,5,0,562,0.3333333333333333,Low,2,1,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-2.1108815145077213,-0.4745246536870654,Budget Families
10741,1951,Postgraduate,Partner,47352.0,0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,63,1,2,319,12,0,629,0.8571428571428571,Mid-Low,2,2,2,6,At Risk,3,Cluster 3 - Deal-Seeking Families,-0.5073224154769154,1.024220212617618,Deal-Seeking Families
1991,1967,Graduate,Partner,44931.0,0,1,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,47,1,2,96,6,0,347,0.4,Mid-Low,4,2,2,8,Potential Loyalists,0,Cluster 0 - Budget Families,-1.5257352541264537,-0.8599918017576832,Budget Families
6931,1967,Graduate,Alone,76982.0,0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,47,0,1,1062,15,1,319,2.0,High,4,3,4,11,Champions,1,Cluster 1 - Affluent Loyalists,2.12479196997312,-0.732637336693903,Affluent Loyalists
11096,1952,Undergraduate,Partner,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,62,1,2,232,10,0,510,1.0,Mid-High,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-0.9276863781431285,-0.36162414478737587,Budget Families
304,1981,Postgraduate,Alone,22944.0,1,0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,33,1,2,76,6,0,373,0.42857142857142855,Low,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-2.0400768326735728,0.07703607535671166,Budget Families
3665,1977,Undergraduate,Partner,25315.0,1,0,2013-11-07,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,37,1,2,54,6,0,419,0.375,Low,3,2,1,6,At Risk,0,Cluster 0 - Budget Families,-2.011760520073223,0.06705511007003952,Budget Families
10591,1969,Graduate,Alone,43638.0,0,1,2012-08-06,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,45,1,2,201,9,0,877,0.5714285714285714,Mid-Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.0639566230189748,-0.10185070135505536,Budget Families
5036,1984,Postgraduate,Alone,42710.0,1,0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,30,1,2,406,12,0,763,0.6666666666666666,Mid-Low,3,2,3,8,Potential Loyalists,0,Cluster 0 - Budget Families,-0.16926848525696517,-0.03350907399238242,Budget Families
5547,1982,Postgraduate,Partner,84169.0,0,0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,32,0,1,1919,19,2,511,2.3333333333333335,High,4,4,4,12,Champions,2,Cluster 2 - VIP Champions,3.8452963992224793,-1.0856589335314022,VIP Champions
7822,1976,Graduate,Partner,54058.0,0,1,2013-06-04,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,38,1,2,662,18,0,575,1.3333333333333333,Mid-High,2,3,3,8,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,0.779493403088584,0.12713692485868927,Affluent Loyalists
8541,1990,Undergraduate,Partner,24683.0,1,0,2014-03-08,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,24,1,2,41,6,0,298,0.4,Low,1,2,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-2.1244473550308056,-0.42406749101760993,Budget Families
10955,1964,Graduate,Alone,85620.0,0,0,2014-01-07,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,50,0,1,1600,13,0,358,3.0,High,2,3,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.0805740164285678,-1.2513192983574486,Affluent Loyalists
4368,1980,Graduate,Partner,47850.0,1,0,2013-12-03,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,34,1,2,134,7,0,393,0.5,Mid-Low,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-1.389409418480009,-0.6567660053706319,Budget Families
9671,1968,Graduate,Partner,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,46,2,3,69,6,1,339,0.375,Low,3,2,1,6,At Risk,0,Cluster 0 - Budget Families,-1.9861145779283524,0.8300954039717211,Budget Families
2256,1973,Postgraduate,Partner,27159.0,1,1,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,41,2,3,21,4,0,277,0.16666666666666666,Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-2.6956019503051336,0.0022063964175466745,Budget Families
4279,1963,Undergraduate,Alone,39548.0,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,51,2,3,54,5,0,275,0.3333333333333333,Mid-Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.2029356432009415,0.044252126683552495,Budget Families
5371,1989,Graduate,Alone,21474.0,1,0,2014-04-08,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,25,1,2,91,6,1,267,0.42857142857142855,Low,4,2,2,8,Potential Loyalists,0,Cluster 0 - Budget Families,-1.5488495984500763,-0.5977675698366879,Budget Families
9240,1971,Postgraduate,Alone,60504.0,0,1,2014-02-07,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,43,1,2,526,16,0,327,1.0,Mid-High,2,3,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,0.34650215645092686,0.37419046477524753,Deal-Seeking Families
9460,1963,Graduate,Partner,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,51,0,1,162,7,0,622,0.375,Low,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-1.2485247060273172,-1.303598066385629,Budget Families
9504,1949,Postgraduate,Partner,81698.0,0,0,2013-11-06,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,65,0,1,1008,24,0,420,3.0,High,4,4,3,11,Champions,1,Cluster 1 - Affluent Loyalists,2.5167261421296123,-0.934185383759807,Affluent Loyalists
8692,1952,Graduate,Partner,43462.0,1,1,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,62,2,3,240,10,0,840,0.5,Mid-Low,2,2,2,6,At Risk,3,Cluster 3 - Deal-Seeking Families,-1.3947963108912234,2.0824120628713167,Deal-Seeking Families
448,1978,Postgraduate,Alone,54880.0,1,0,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,36,1,2,795,19,0,670,1.2,Mid-High,2,4,3,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,0.6213736760732639,0.4443503642328716,Deal-Seeking Families
8314,1982,Graduate,Partner,79908.0,0,0,2013-04-05,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,32,0,1,1772,18,1,635,2.5,High,3,3,4,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.994694660134536,-1.111767845923623,Affluent Loyalists
8420,1970,Undergraduate,Partner,15315.0,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,44,0,1,64,6,0,515,0.4,Low,3,2,1,6,At Risk,0,Cluster 0 - Budget Families,-1.9556659562260295,-1.1090058104263414,Budget Families
3174,1959,Graduate,Partner,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,55,1,2,1957,19,4,588,0.8333333333333334,High,2,4,4,10,Loyal Customers,2,Cluster 2 - VIP Champions,4.664400940091354,-1.2403714215431572,VIP Champions
7685,1978,Graduate,Partner,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,36,1,2,78,6,0,478,0.4,Low,4,2,2,8,Potential Loyalists,0,Cluster 0 - Budget Families,-1.9243493564583467,-0.8474906559811666,Budget Families
3179,1980,Graduate,Alone,81741.0,0,0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,34,0,1,1572,19,0,563,3.0,High,1,4,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.7209645107189897,-1.016068238709985,Affluent Loyalists
9780,1971,Postgraduate,Partner,71499.0,0,1,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,43,1,2,795,24,0,554,2.0,High,4,4,3,11,Champions,1,Cluster 1 - Affluent Loyalists,1.641082439234853,0.8413291657895212,Affluent Loyalists
10681,1970,Undergraduate,Partner,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,44,1,2,889,21,0,350,1.5,Mid-High,4,4,3,11,Champions,3,Cluster 3 - Deal-Seeking Families,1.058302951397548,1.591078786392246,Deal-Seeking Families
10232,1963,Postgraduate,Alone,48799.0,0,1,2013-11-05,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,51,1,2,331,12,0,421,1.0,Mid-Low,4,2,2,8,Potential Loyalists,0,Cluster 0 - Budget Families,-0.6656118732580989,0.19158663476164428,Budget Families
4184,1950,Postgraduate,Partner,52157.0,0,1,2014-06-07,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,64,1,2,265,10,0,207,0.75,Mid-High,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-0.7494223753789188,-0.2210420128458651,Budget Families
9120,1962,Graduate,Alone,66565.0,0,1,2012-12-05,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,52,1,2,1065,15,0,756,0.5,Mid-High,1,3,4,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,0.5534685962572321,0.7801884316479123,Deal-Seeking Families
891,1951,Postgraduate,Partner,29298.0,1,1,2013-09-07,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,63,2,3,11,3,0,480,0.2,Low,2,1,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-2.701022678548084,-0.38883370051868954,Budget Families
10381,1979,Graduate,Alone,47691.0,0,1,2013-07-05,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,35,1,2,21,3,0,544,0.16666666666666666,Mid-Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-1.9652346149679665,-1.0655536379199098,Budget Families
3525,1970,Graduate,Partner,38200.0,1,1,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,44,2,3,17,3,0,754,0.14285714285714285,Mid-Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-2.521202755808722,-0.41335807049269696,Budget Families
6818,1974,Graduate,Partner,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,40,1,2,369,11,0,840,0.8333333333333334,Mid-Low,3,2,2,7,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,-0.719991983060653,1.2050724030122604,Deal-Seeking Families
3526,1968,Postgraduate,Partner,38443.0,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,46,2,3,38,4,0,338,0.14285714285714285,Mid-Low,2,1,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-2.447720617618141,0.005846951950027002,Budget Families
8181,1978,Undergraduate,Alone,38593.0,1,0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,36,1,2,177,8,0,474,0.5,Mid-Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.264136398795242,0.24913133577924595,Budget Families
1029,1970,Postgraduate,Partner,64413.0,0,1,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,44,1,2,279,11,0,517,1.0,Mid-High,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-0.3237131473356127,-0.295949479058893,Budget Families
